angkatan,periode_masuk,tanggal_masuk,program_studi,jalur_masuk,jalur_masuk_raw,beasiswa_kerjasama,asal_3t,jatah_sks,ips,sks_kumulatif,ipk,sub_angkatan,kurikulum,jenis_kelamin,agama,sekolah_asal,kabupaten_sekolah,propinsi_sekolah,kabupaten_ktp,propinsi_ktp,pekerjaan_wali,semester_akhir,status_akhir,source_year
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,2.24,37,2.49,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 1 SUMBAWA BESAR,Kab. Sumbawa,Nusa Tenggara Barat,Kab. Sumbawa,Nusa Tenggara Barat,KARYAWAN SWASTA,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.78,40,3.76,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 1 KOTA MUNGKID,Kab. Magelang,Jawa Tengah,Kab. Magelang,Jawa Tengah,WIRASWASTA,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.76,41,3.78,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 1 BUKITTINGGI,Kota Bukittinggi,Sumatera Barat,Kota Bukittinggi,Sumatera Barat,PETANI/NELAYAN,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,2.88,40,2.94,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMA NEGERI 01,Kota Semarang,Jawa Tengah,Kab. Cilacap,Jawa Tengah,PEGAWAI BUMN,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.42,37,3.59,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMAN 1 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,DOSEN,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.64,40,3.69,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMAN 1 MUNTILAN,Kab. Magelang,Jawa Tengah,Kab. Magelang,Jawa Tengah,LAIN-LAIN,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.2,40,3.36,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 3 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Mataram,Nusa Tenggara Barat,DOSEN,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.37,40,3.39,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 6 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kab. Sleman,DI Yogyakarta,KARYAWAN SWASTA,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.92,40,3.87,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,SMAN 3 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,LAIN-LAIN,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.5,40,3.51,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMA NEGERI 04,Kota Semarang,Jawa Tengah,Kota Semarang,Jawa Tengah,PEGAWAI NEGERI,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.86,37,3.74,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,SMAN 1 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kab. Klaten,Jawa Tengah,WIRASWASTA BIDANG JASA,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,2.29,37,2.36,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,SMAN 1 TOMOHON,Kota Tomohon,Sulawesi Utara,Kota Tomohon,Sulawesi Utara,PEGAWAI NEGERI,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,2.69,37,2.76,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMAN 6 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,WIRASWASTA BIDANG JASA,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,2.51,37,2.55,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMAN 2 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Tangerang,Banten,LAIN-LAIN,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,2.76,37,2.86,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMAN 2 BANDUNG,Kota Bandung,Jawa Barat,Kota Jakarta Timur,DKI Jakarta,PENSIUNAN,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,3.7,37,3.61,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMAS MUHAMMADIYAH 1 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Bengkulu,Bengkulu,PEGAWAI NEGERI,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,2.51,37,2.68,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,P,Islam,SMA ISLAM SABILILLAH,Kota Malang,Jawa Timur,Kab. Sidoarjo,Jawa Timur,KARYAWAN SWASTA,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,3.32,41,3.32,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,P,Hindu,SMAN 1 DENPASAR,Kota Denpasar,Bali,Kota Jakarta Barat,DKI Jakarta,WIRASWASTA BIDANG PERDAGANGAN,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,3.16,39,3.13,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,P,Hindu,SMAN 05 MATARAM,Kota Mataram,Nusa Tenggara Barat,Kota Mataram,Nusa Tenggara Barat,KARYAWAN SWASTA,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,3.25,41,3.35,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,P,Islam,SMAN 8 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Pekalongan,Jawa Tengah,KARYAWAN SWASTA,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,2.81,39,2.83,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMA AVICENNA JAGAKARSA,Kota Jakarta Selatan,DKI Jakarta,Kab. Bekasi,Jawa Barat,KARYAWAN SWASTA,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3,37,3.2,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,SMAS SANTO TARCISIUS,Kota Dumai,Riau,Kota Dumai,Riau,LAIN-LAIN,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.5,40,3.52,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 5 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kab. Bantul,DI Yogyakarta,LAIN-LAIN,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.64,39,3.74,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMA PRADITA DIRGANTARA,Kab. Boyolali,Jawa Tengah,Kab. Bantul,DI Yogyakarta,WIRASWASTA BIDANG JASA,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.09,40,3.32,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMA ISLAM TERPADU NUR HIDAYAH,Kab. Sukoharjo,Jawa Tengah,Kota Surakarta,Jawa Tengah,PEGAWAI NEGERI,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.38,40,3.46,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMA NEGERI 1 BANTUL,Kab. Bantul,DI Yogyakarta,Kab. Bantul,DI Yogyakarta,WIRASWASTA BIDANG JASA,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,2.83,40,3,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMA NEGERI 1 BANTUL,Kab. Bantul,DI Yogyakarta,Kab. Bantul,DI Yogyakarta,WIRASWASTA,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,2.52,37,2.48,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMAN 1 NGAWI,Kab. Ngawi,Jawa Timur,Kab. Ngawi,Jawa Timur,PEGAWAI NEGERI,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,0.18,17,0.18,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMA NEGERI 1 BANTUL,Kab. Bantul,DI Yogyakarta,Kab. Bantul,DI Yogyakarta,PEGAWAI NEGERI,,MENGUNDURKAN DIRI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.2,40,3.29,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 1 BANJARNEGARA,Kab. Banjarnegara,Jawa Tengah,Kab. Purbalingga,Jawa Tengah,WIRASWASTA BIDANG PERDAGANGAN,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.74,40,3.81,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMA NEGERI 1 JUWANA,Kab. Pati,Jawa Tengah,Kab. Pati,Jawa Tengah,PEGAWAI NEGERI,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.71,40,3.66,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 1 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,KARYAWAN SWASTA,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.61,40,3.74,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 1 REJANG LEBONG,Kab. Rejang Lebong,Bengkulu,Kota Jakarta Pusat,DKI Jakarta,WIRASWASTA,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.68,37,3.6,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,SMAS REGINA PACIS SURAKARTA,Kota Surakarta,Jawa Tengah,Kab. Sukoharjo,Jawa Tengah,WIRASWASTA,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.12,37,3.35,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Kristen,SMAN 1 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,PENSIUNAN,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.86,40,3.77,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 1 GEMOLONG,Kab. Sragen,Jawa Tengah,Kab. Sragen,Jawa Tengah,WIRASWASTA,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.49,40,3.51,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 1 REMBANG,Kab. Purbalingga,Jawa Tengah,Kab. Purbalingga,Jawa Tengah,WIRASWASTA,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.51,39,3.47,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMAN 8 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kab. Sleman,DI Yogyakarta,PENSIUNAN,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.45,41,3.49,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 8 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,PEGAWAI NEGERI,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.27,40,3.4,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Katolik,SMAN 1 GODEAN,Kab. Sleman,DI Yogyakarta,Kab. Sleman,DI Yogyakarta,PENSIUNAN,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,2.9,41,3.05,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 7 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Makasar,Sulawesi Selatan,LAIN-LAIN,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.57,41,3.67,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 2 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,WIRASWASTA,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.78,41,3.81,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMA KESATUAN BANGSA,Kab. Bantul,DI Yogyakarta,Kota Surabaya,Jawa Timur,GURU,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.12,40,3.32,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMAN 1 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,PEGAWAI BUMN,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,2.82,37,2.81,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 1 SUMBAWA BESAR,Kab. Sumbawa,Nusa Tenggara Barat,Kota Depok,Jawa Barat,PEGAWAI NEGERI,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,1.42,37,1.15,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMA NEGERI 1 WONOSOBO,Kab. Wonosobo,Jawa Tengah,Kab. Ciamis,Jawa Barat,PEGAWAI NEGERI,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,2.14,37,2.44,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Kristen,SMAS SANTO THOMAS 1 MEDAN,Kota Medan,Sumatera Utara,Kab. Bantul,DI Yogyakarta,PEGAWAI BUMN,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.33,39,3.37,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Kristen,SMA XAVERIUS 01 PALEMBANG,Kota Palembang,Sumatera Selatan,Kota Palembang,Sumatera Selatan,WIRASWASTA,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Prestasi,,,,1.75,37,1.49,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,MAS ALI MAKSUM,Kab. Bantul,DI Yogyakarta,Kab. Wonosobo,Jawa Tengah,PENSIUNAN,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,1.68,37,1.82,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,MAN INSAN CENDEKIA LAMPUNG TIMUR,Kab. Lampung Timur,Lampung,Kab. Lampung Timur,Lampung,PETANI/NELAYAN,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.39,37,3.4,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Hindu,SMAN 1 MESUJI RAYA,Kab. Ogan Komering Ilir,Sumatera Selatan,Kab. Ogan Komering Ilir,Sumatera Selatan,PETANI/NELAYAN,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.17,41,3.22,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 8 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,PEGAWAI NEGERI,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,2.95,39,3.07,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,MA BANAT NU KUDUS,Kab. Kudus,Jawa Tengah,Kab. Blora,Jawa Tengah,LAIN-LAIN,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,2.85,40,3.02,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMKN 1 BOYOLALI,Kab. Boyolali,Jawa Tengah,Kota Cilegon,Banten,LAIN-LAIN,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.08,40,3.11,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,KULLIYATUL MU`ALLIMIN AL-ISLAMIYAH (KMI) PP MODERN GONTOR PONOROGO,Kab. Ponorogo,Jawa Timur,Kota Yogyakarta,DI Yogyakarta,PEGAWAI NEGERI,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Prestasi,,,,2.22,37,2.43,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,MAS RIYADLOTUT THALABAH,Kab. Rembang,Jawa Tengah,Kab. Rembang,Jawa Tengah,WIRASWASTA,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,0.11,37,0.66,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMK (STM) N 2 WONOGIRI,Kab. Wonogiri,Jawa Tengah,Kab. Wonogiri,Jawa Tengah,KARYAWAN SWASTA,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,1.95,37,2.27,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMKN 22 JAKARTA,Kota Jakarta Timur,DKI Jakarta,Kota Jakarta Selatan,DKI Jakarta,KARYAWAN SWASTA,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,2.72,41,2.91,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMA S AL KAUTSAR,Kota Bandar Lampung,Lampung,Kota Bandar Lampung,Lampung,PEGAWAI NEGERI,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,1.25,37,1.5,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 01 KOTA BIMA,Kota Bima,Nusa Tenggara Barat,Kota Bima,Nusa Tenggara Barat,PEGAWAI NEGERI,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.43,40,3.39,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,MAN 3 JOMBANG,Kab. Jombang,Jawa Timur,Kab. Jombang,Jawa Timur,KARYAWAN SWASTA,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.4,41,3.41,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 8 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,WIRASWASTA,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.01,41,3.06,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 1 KALASAN,Kab. Sleman,DI Yogyakarta,Kab. Madiun,Jawa Timur,LAIN-LAIN,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,2.66,40,2.82,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMAN 6 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kab. Sleman,DI Yogyakarta,WIRASWASTA,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,1.44,37,1.4,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMA NEGERI 1 SANDEN,Kab. Bantul,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,KARYAWAN SWASTA,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,2.6,37,2.74,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMA NEGERI 8 PEKANBARU,Kota Pekanbaru,Riau,Kota Pekanbaru,Riau,WIRASWASTA,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,2.14,37,2.22,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMA NEGERI 2 BANTUL,Kab. Bantul,DI Yogyakarta,Kab. Bantul,DI Yogyakarta,-,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,2.3,39,2.33,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMAN 1 TINANGKUNG,Kab. Banggai Kepulauan,Sulawesi Tengah,Kab. Banggai,Sulawesi Tengah,PEGAWAI NEGERI,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.21,40,3.29,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMAN 1 KUDUS,Kab. Kudus,Jawa Tengah,Kab. Kudus,Jawa Tengah,LAIN-LAIN,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Prestasi,,,,1.94,37,2.18,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMAN 4 MAGELANG,Kota Magelang,Jawa Tengah,Kota Magelang,Jawa Tengah,WIRASWASTA BIDANG PERDAGANGAN,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,2.1,37,2.11,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMA NEGERI 1 RAHA,Kab. Muna,Sulawesi Tenggara,Kab. Muna,Sulawesi Tenggara,PEGAWAI NEGERI,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,2.78,40,3.06,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMA AL-MUQODDASAH,Kab. Ponorogo,Jawa Timur,Kota Depok,Jawa Barat,PENSIUNAN,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,2.12,37,2.25,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,MAN YK II,Kota Yogyakarta,DI Yogyakarta,Kab. Blora,Jawa Tengah,PEGAWAI NEGERI,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.13,40,3.08,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 8 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,LAIN-LAIN,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,2.05,37,2.03,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMKS MUHAMMADIYAH GUNUNG AGUNG,Kab. Tulang Bawang,Lampung,Kab. Tulang Bawang Barat,Lampung,Buruh Tani,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,3.96,37,3.9,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Kristen,SMAN 54 JAKARTA,Kota Jakarta Timur,DKI Jakarta,Kota Jakarta Timur,DKI Jakarta,WIRASWASTA BIDANG PERDAGANGAN,,REGISTRASI,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,2.6,37,2.84,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMAN 8 JAKARTA,Kota Jakarta Selatan,DKI Jakarta,Kota Jakarta Pusat,DKI Jakarta,KARYAWAN SWASTA,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,3.43,39,3.44,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,P,Islam,SMAS PESANTREN UNGGUL AL BAYAN,Kab. Sukabumi,Jawa Barat,Kota Pekanbaru,Riau,PEGAWAI NEGERI,,AKTIF,2025
2025,GASAL 2025,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,3.31,41,3.26,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,P,Islam,SMA DARUL ULUM 2 UNGGULAN BPPT,Kab. Jombang,Jawa Timur,Kab. Sidoarjo,Jawa Timur,LAIN-LAIN,,AKTIF,2025
2025,GASAL 2025,2025-08-18,S1 TEKNOLOGI INFORMASI,IUP,Asing Degree,,,,3.18,37,3.2,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,"SMTA Lain-lain,",-,,Kabupaten/Kota Lain-lain,Lain-lain,KARYAWAN SWASTA,,AKTIF,2025
