angkatan,periode_masuk,tanggal_masuk,program_studi,jalur_masuk,jalur_masuk_raw,beasiswa_kerjasama,asal_3t,jatah_sks,ips,sks_kumulatif,ipk,sub_angkatan,kurikulum,jenis_kelamin,agama,sekolah_asal,kabupaten_sekolah,propinsi_sekolah,kabupaten_ktp,propinsi_ktp,pekerjaan_wali,semester_akhir,status_akhir,source_year
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.36,157,3.5,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Bogor,Jawa Barat,Karyawan Swasta,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.5,154,3.34,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Surakarta,Jawa Tengah,Pensiun,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,4,165,3.57,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Yogyakarta,DI Yogyakarta,Karyawan Swasta,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.75,154,3.54,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Kristen,,,,Kota Bontang,Kalimantan Timur,Karyawan,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.75,156,3.2,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Yogyakarta,DI Yogyakarta,Karyawan Swasta,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.75,151,3.52,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Kota Surakarta,Jawa Tengah,Pensiun,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,4,151,3.82,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,,,,Kota Yogyakarta,DI Yogyakarta,Wiraswasta,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,4,171,3.64,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,,,,Kota Surabaya,Jawa Timur,Wiraswasta,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,4,151,3.5,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Yogyakarta,DI Yogyakarta,-,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,1.8,44,2.45,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Yogyakarta,DI Yogyakarta,Belum / Tidak Bekerja,,NON AKTIF,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,4,151,3.76,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Sleman,DI Yogyakarta,Wiraswasta,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,,150,3.02,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Pekanbaru,Riau,-,,AKTIF,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.68,151,3.5,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Bantul,DI Yogyakarta,Dosen,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,4,167,3.57,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Yogyakarta,DI Yogyakarta,-,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.75,157,3.5,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Katolik,,,,Kota Semarang,Jawa Tengah,,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.75,151,3.25,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Padang,Sumatera Barat,Karyawan Swasta,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.83,151,3.58,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,,,,Kab. Toba Samosir,Sumatera Utara,PNS,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.75,151,3.59,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,,,,Kab. Sleman,DI Yogyakarta,Mengurus Rumah Tangga,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,PBUB,,,,0,20,0,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Purworejo,Jawa Tengah,WIRASWASTA,,MENGUNDURKAN DIRI,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,PBUB,,,,4,154,3.65,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Kulonprogo,DI Yogyakarta,DOSEN,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,PBUK,,,,2.25,153,2.77,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Bontang,Kalimantan Timur,KARYAWAN SWASTA,,AKTIF,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,PBUB,,,,4,157,3.59,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Demak,Jawa Tengah,Karyawan Swasta,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,PBUB,,,,4,160,3.16,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Ponorogo,Jawa Timur,LAIN-LAIN,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,,147,3.19,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Bantul,DI Yogyakarta,WIRASWASTA BIDANG JASA,,REGISTRASI,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,4,151,3.52,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Bekasi,Jawa Barat,KARYAWAN SWASTA,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.75,159,3.54,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Magelang,Jawa Tengah,PEGAWAI BUMN,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,0,151,3.15,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Sleman,DI Yogyakarta,DOSEN,,AKTIF,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,4,159,3.4,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Kulonprogo,DI Yogyakarta,PEGAWAI NEGERI,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.75,157,3.39,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Bengkalis,Riau,WIRASWASTA,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,4,160,3.19,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Surakarta,Jawa Tengah,DOSEN,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.81,165,3.63,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Gunungkidul,DI Yogyakarta,WIRASWASTA BIDANG JASA,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.75,151,3.42,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Yogyakarta,DI Yogyakarta,PENSIUN,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,0,20,0,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Wonogiri,Jawa Tengah,PEGAWAI NEGERI,,MENGUNDURKAN DIRI,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.64,154,3.27,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,,,,Kota Malang,Jawa Timur,KARYAWAN SWASTA,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,4,159,3.58,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Bantul,DI Yogyakarta,PEGAWAI NEGERI,,AKTIF,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.5,151,3.36,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Banyumas,Jawa Tengah,DOSEN,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,4,154,3.62,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Kebumen,Jawa Tengah,WIRASWASTA BIDANG PERDAGANGAN,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.75,154,3.55,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Kediri,Jawa Timur,WIRASWASTA,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,Kota Batam,,0.15,40,1.61,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Batam,Kepulauan Riau,PEGAWAI NEGERI,,NON AKTIF,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,0,154,3.34,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Pacitan,Jawa Timur,PEGAWAI NEGERI,,AKTIF,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,1.71,151,3.04,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Tegal,Jawa Tengah,WIRASWASTA,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.75,171,3.07,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Pekalongan,Jawa Tengah,KARYAWAN SWASTA,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.5,157,3.52,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kabupaten/Kota Lain-lain,Nanggroe Aceh Darussalam,PENSIUNAN,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,0,154,2.97,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Purworejo,Jawa Tengah,KARYAWAN SWASTA,,AKTIF,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.75,159,3.35,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Magelang,Jawa Tengah,PETANI/NELAYAN,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.76,156,3.41,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Cilacap,Jawa Tengah,PENSIUNAN,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.75,165,3.48,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,,,,Kota Tangerang Selatan,Banten,PENGANGGUR (Perusahaan tempat kerja tutup),,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,4,157,3.34,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Purworejo,Jawa Tengah,TIDAK BEKERJA (MENINGGAL),,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,4,151,3.59,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Magelang,Jawa Tengah,-,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,4,151,3.28,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Kota Jakarta Utara,DKI Jakarta,LAIN-LAIN,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.86,147,3.57,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Kota Magelang,Jawa Tengah,WIRASWASTA,,AKTIF,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.83,162,3.48,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Magelang,Jawa Tengah,PEGAWAI NEGERI,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.86,160,3.33,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Kebumen,Jawa Tengah,KARYAWAN SWASTA,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.75,154,3.3,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Serang,Banten,PEGAWAI NEGERI,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,4,151,3.66,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Trenggalek,Jawa Timur,WIRASWASTA,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,4,160,3.52,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Salatiga,Jawa Tengah,KARYAWAN SWASTA,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,4,154,3.28,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Magelang,Jawa Tengah,PENSIUNAN,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.75,154,3.41,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Kab. Toba Samosir,Sumatera Utara,PEGAWAI NEGERI,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,4,151,3.42,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,,,,Kab. Purworejo,Jawa Tengah,GURU,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,Kota Batam,,3.25,154,3.53,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Batam,Kepulauan Riau,Buruh Tani,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,4,159,3.45,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Jakarta Timur,DKI Jakarta,Tidak Bekerja,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,4,154,3.26,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Kab. Sleman,DI Yogyakarta,WIRASWASTA,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,4,157,3.55,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Surakarta,Jawa Tengah,PEGAWAI NEGERI,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,4,151,3.42,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Sleman,DI Yogyakarta,DOSEN,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.5,157,3.51,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Bekasi,Jawa Barat,Wiraswasta,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.5,154,3.26,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Kota Yogyakarta,DI Yogyakarta,PEGAWAI NEGERI,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.75,154,3.57,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,,,,Kota Yogyakarta,DI Yogyakarta,Tidak bekerja ( ter-PHK ),,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.96,163,3.53,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Kediri,Jawa Timur,WIRASWASTA BIDANG PERDAGANGAN,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,1.62,151,2.77,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Temanggung,Jawa Tengah,Buruh,,AKTIF,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,4,159,3.36,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,,,,Kota Jakarta Selatan,DKI Jakarta,PENSIUNAN,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,Kota Batam,,3.75,151,3.42,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,,,,Kota Batam,Kepulauan Riau,WIRASWASTA,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.67,154,3.33,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Magelang,Jawa Tengah,WIRASWASTA,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,4,157,3.23,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Kota Yogyakarta,DI Yogyakarta,PEGAWAI NEGERI,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.94,157,3.45,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Padang,Sumatera Barat,PENSIUNAN,,LULUS,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.25,160,3.45,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Yogyakarta,DI Yogyakarta,KARYAWAN SWASTA,,LULUS,2021
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.34,156,3.42,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Boyolali,Jawa Tengah,TNI/POLRI,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.94,154,3.95,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Yogyakarta,DI Yogyakarta,LAIN-LAIN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.75,160,3.3,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Bontang,Kalimantan Timur,KARYAWAN SWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.44,156,3.39,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Kristen,,,,Kota Medan,Sumatera Utara,PENSIUNAN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.77,160,3.55,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Kab. Klaten,Jawa Tengah,LAIN-LAIN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.61,160,3.57,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Cilacap,Jawa Tengah,Pedagang Bambu,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,4,162,3.54,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Semarang,Jawa Tengah,WIRASWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.83,154,3.82,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Malaysia,Luar Negeri,WIRASWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.88,151,3.97,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,,,,Kota Yogyakarta,DI Yogyakarta,WIRASWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.83,154,3.7,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,,,,Kota Yogyakarta,DI Yogyakarta,PEGAWAI NEGERI,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.81,151,3.8,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,,,,Kota Semarang,Jawa Tengah,Dagang,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,2.9,147,3.29,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Probolinggo,Jawa Timur,KARYAWAN SWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.83,151,3.2,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Kristen,,,,Kota Surakarta,Jawa Tengah,WIRASWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.39,157,3.5,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Pekanbaru,Riau,KARYAWAN SWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,4,154,3.71,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Yogyakarta,DI Yogyakarta,DOSEN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.4,150,3.42,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Purworejo,Jawa Tengah,PENSIUNAN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.75,155,3.52,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Surakarta,Jawa Tengah,KARYAWAN SWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,4,151,3.53,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Kutai Timur,Kalimantan Timur,Karyawan Swasta,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.32,157,3.35,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Banyumas,Jawa Tengah,LAIN-LAIN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.75,157,3.55,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Wonogiri,Jawa Tengah,WIRASWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.38,154,3.56,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Kota Medan,Sumatera Utara,WIRASWASTA BIDANG JASA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.5,151,3.42,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Klaten,Jawa Tengah,PENSIUNAN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,0.75,52,1,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Pati,Jawa Tengah,WIRASWASTA,,NON AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,4,157,3.72,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Yogyakarta,DI Yogyakarta,LAIN-LAIN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.93,154,3.43,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Sleman,DI Yogyakarta,WIRASWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.77,157,3.56,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Yogyakarta,DI Yogyakarta,WIRAUSAHA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.83,154,3.47,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Kristen,,,,Kab. Karanganyar,Jawa Tengah,PENSIUNAN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.75,154,3.45,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Semarang,Jawa Tengah,PENSIUN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.84,154,3.46,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Kota Surakarta,Jawa Tengah,PENSIUNAN,,AKTIF,2022
